常用漢字表,,,,,,,,,,,,,,,,,,通用规范汉字表,,,,,字体是否一致
番号,五十音,漢字,読み方,,,,,,,,,,,,,,用例,级别,汉字,读音,,,
0057,イ ,韻,イン ,—,—,—,—,—,—,—,—,—,—,—,—,—,韻律，韻文，音韻 ,一级汉字,韵,yùn,-,-,否
0058,ウ   ,右 ,ウ  ,—,—,—,ユウ ,みぎ ,—,—,—,—,—,—,—,—,右岸，右折，右派 ,一级汉字,右,yòu,-,-,是
0059,ウ   ,宇,ウ  ,—,—,—,—,—,—,—,—,—,—,—,—,—,宇宙，気宇，堂宇,一级汉字,宇,yǔ,-,-,是
0060,ウ   ,羽 ,ウ  ,—,—,—,は,—,—,—,—,—,—,—,—,—,羽毛，羽化，羽翼 ,一级汉字,羽,yǔ,-,-,是
0061,ウ   ,雨 ,ウ  ,—,—,—,あめ ,あま ,—,—,—,—,—,—,—,—,雨量，降雨，梅雨,一级汉字,雨,yǔ,yù,-,是
0062,ウ   ,唄 , ,—,—,—,うた,—,—,—,—,—,—,—,—,—,小唄，長唄 ,二级汉字,呗,bei,bài,-,否
0063,ウ   ,鬱 ,ウツ ,—,—,—,—,—,—,—,—,—,—,—,—,—,憂鬱,一级汉字,郁,yù,-,-,否
0064,ウ   ,畝,—,—,—,—,うね,—,—,—,—,—,—,—,—,—,畝，畝間，畝織 ,一级汉字,亩,mǔ,-,-,否
0065,ウ   ,浦,—,—,—,—,うら ,—,—,—,—,—,—,—,—,—,浦，津々浦々 ,一级汉字,浦,pǔ,-,-,是
0066,ウ   ,運 ,ウン,—,—,—,はこぶ,—,—,—,—,—,—,—,—,—,運動，運命，海運,一级汉字,运,yùn,-,-,否
0067,ウ   ,雲  ,ウン,—,—,—,くも,—,—,—,—,—,—,—,—,—,雲海，風雲，積乱雲 ,一级汉字,云,yún,-,-,否
0068,エ  ,永  ,エイ ,—,—,—,ながい,—,—,—,—,—,—,—,—,—,永続，永久，永遠 ,一级汉字,永,yǒng,-,-,是
0069,エ  ,泳,エイ ,—,—,—,およぐ,—,—,—,—,—,—,—,—,—,泳法，水泳，背泳 ,一级汉字,泳,yǒng,-,-,是
0070,エ  ,英  ,エイ ,—,—,—,—,—,—,—,—,—,—,—,—,—,英雄，英断，俊英,一级汉字,英,yīng,-,-,是
0071,エ  ,映 ,エイ ,—,—,—,うつる,うつす ,はえる ,—,—,—,—,—,—,—,映画，上映，反映,一级汉字,映,yìng,-,-,是
0072,エ  ,栄 （榮） ,エイ ,—,—,—,さかえる ,はえ ,はえる ,—,—,—,—,—,—,—,栄枯，栄養，繁栄,一级汉字,荣,róng,-,-,否
0073,エ  ,営 （營） ,エイ ,—,—,—,いとなむ,—,—,—,—,—,—,—,—,—,営業，経営，陣営 ,一级汉字,营,yíng,-,-,否
0074,エ  ,詠  ,エイ ,—,—,—,よむ ,—,—,—,—,—,—,—,—,—,詠嘆，詠草，朗詠,一级汉字,咏,yǒng,-,-,否
0075,エ  ,影 ,エイ,—,—,—,かげ ,—,—,—,—,—,—,—,—,—,影響，陰影，撮影,一级汉字,影,yǐng,-,-,否
0076,エ  ,鋭,エイ ,—,—,—,するどい ,—,—,—,—,—,—,—,—,—,鋭利，鋭敏，精鋭,一级汉字,锐,ruì,-,-,否
0077,エ  ,衛 （衞）,エイ ,—,—,—,—,—,—,—,—,—,—,—,—,—,衛生，護衛，守衛,一级汉字,卫,wèi,-,-,否
0078,エ  ,易  ,エキ  ,イ,—,—,やさしい,—,—,—,—,—,—,—,—,—,易者，貿易，不易 ,一级汉字,易,yì,-,-,是
0079,エ  ,疫 ,エキ  ,—,—,—,ヤク ,—,—,—,—,—,—,—,—,—,疫病，悪疫，防疫,一级汉字,疫,yì,-,-,是
0080,エ  ,益,エキ  ,—,—,—,ヤク ,—,—,—,—,—,—,—,—,—,有益，利益，益する ,一级汉字,益,yì,-,-,是
0081,エ  ,液,エキ  ,—,—,—,—,—,—,—,—,—,—,—,—,—,液体，液状，血液 ,一级汉字,液,yè,-,-,是
0082,エ  ,駅 （驛）,エキ  ,—,—,—,—,—,—,—,—,—,—,—,—,—,駅長，駅伝，貨物駅 ,一级汉字,驿,yì,-,-,否
0083,エ  ,悦 ,エツ ,—,—,—,—,—,—,—,—,—,—,—,—,—,悦楽，喜悦,一级汉字,悦,yuè,-,-,是
0084,エ  ,越  ,エツ ,—,—,—,こす,こえる,—,—,—,—,—,—,—,—,越境，超越，優越 ,一级汉字,越,yuè,-,-,是
0085,エ  ,謁 （謁）,エツ ,—,—,—,—,—,—,—,—,—,—,—,—,—,謁見，拝謁，謁する,二级汉字,谒,yè,-,-,否
0086,エ  ,閲,エツ ,—,—,—,—,—,—,—,—,—,—,—,—,—,閲覧，閲歴，校閲 ,一级汉字,阅,yuè,-,-,否
0087,エ  ,円 （圓）,エン,—,—,—,まるい ,—,—,—,—,—,—,—,—,—,円卓，円熟，一円 ,一级汉字,圆,yuán,-,-,否
0088,エ  ,延  ,エン,—,—,—,のびる ,のべる,のばす ,—,—,—,—,—,—,—,延長，延期，遅延,一级汉字,延,yán,-,-,是
0089,エ  ,沿 ,エン,—,—,—,そう ,—,—,—,—,—,—,—,—,—,沿海，沿線，沿革 ,一级汉字,沿,yán,-,-,否
0090,エ  ,炎  ,エン,—,—,—,ほのお,—,—,—,—,—,—,—,—,—,炎上，炎天，火炎 ,一级汉字,炎,yán,-,-,是
0091,エ  ,怨 ,エン,オン,—,—,—,—,—,—,—,—,—,—,—,—,怨恨，怨念 ,一级汉字,怨,yuàn,-,-,是
0092,エ  ,宴 ,エン,—,—,—,—,—,—,—,—,—,—,—,—,—,宴会，宴席，酒宴,一级汉字,宴,yàn,-,-,是
0093,エ  ,媛  ,エン,—,—,—,—,—,—,—,—,—,—,—,—,—,才媛,二级汉字,媛,yuàn,yuán,-,是
0094,エ  ,援 ,エン,—,—,—,—,—,—,—,—,—,—,—,—,—,援助，応援，声援,一级汉字,援,yuán,-,-,是
0095,エ  ,園,エン,—,—,—,その,—,—,—,—,—,—,—,—,—,園芸，公園，楽園 ,一级汉字,园,yuán,-,-,否
0096,エ  ,煙,エン,—,—,—,けむる ,けむり,けむい ,—,—,—,—,—,—,—,煙突，煙霧，喫煙,一级汉字,烟,yān,-,-,否
0097,エ  ,猿  ,エン,—,—,—,—,—,—,—,—,—,—,—,—,—,—,一级汉字,猿,yuán,-,-,是
0098,エ  ,遠,エン,オン,—,—,とおい,—,—,—,—,—,—,—,—,—,遠近，永遠，敬遠,一级汉字,远,yuǎn,yuàn,-,否
0099,エ  ,鉛  ,エン,—,—,—,なまり ,—,—,—,—,—,—,—,—,—,鉛筆，亜鉛，黒鉛,一级汉字,铅,qiān,yán,-,否
0100,エ  ,塩 （鹽） ,エン,—,—,—,しお,—,—,—,—,—,—,—,—,—,塩分，塩酸，食塩,一级汉字,盐,yán,-,-,否
0101,エ  ,演  ,エン,—,—,—,—,—,—,—,—,—,—,—,—,—,演技，演奏，講演 ,一级汉字,演,yǎn,-,-,是
0102,エ  ,縁 （緣） ,エン,—,—,—,ふち ,—,—,—,—,—,—,—,—,—,縁故，縁日，血縁,一级汉字,缘,yuán,-,-,否
0103,エ  ,艶 （艷） ,エン,—,—,—,つや,—,—,—,—,—,—,—,—,—,妖艶，艶，色艶 ,一级汉字,艳,yàn,-,-,否
0104,オ  ,汚 ,オ ,—,—,—,けがす,けがれる,けがらわしい,よごす,よごれる,きたない ,—,—,—,—,汚点，汚物，汚名,一级汉字,污,wū,-,-,否
0105,オ  ,王,オウ,—,—,—,—,—,—,—,—,—,—,—,—,—,王子，帝王,一级汉字,王,wáng,wàng,-,是
0106,オ  ,凹 ,オウ,—,—,—,—,—,—,—,—,—,—,—,—,—,凹凸，凹面鏡，凹レンズ ,一级汉字,凹,āo,wā,-,是
0107,オ  ,央,オウ,—,—,—,—,—,—,—,—,—,—,—,—,—,中央,一级汉字,央,yāng,-,-,是
0108,オ  ,応 （應）,オウ,—,—,—,こたえる ,—,—,—,—,—,—,—,—,—,応答，応用，呼応,一级汉字,应,yīng,yìng,-,否
0109,オ  ,往 ,オウ,—,—,—, ,—,—,—,—,—,—,—,—,—,往復，往来，既往症 ,一级汉字,往,wǎng,-,-,是
0110,オ  ,押,オウ,—,—,—,おす,おさえる,—,—,—,—,—,—,—,—,押収，押印，押韻,一级汉字,押,yā,-,-,是
0111,オ  ,旺  ,オウ,—,—,—,—,—,—,—,—,—,—,—,—,—,旺盛 ,一级汉字,旺,wàng,-,-,是
0112,オ  ,欧 （歐） ,オウ,—,—,—,—,—,—,—,—,—,—,—,—,—,欧文，西欧，渡欧 ,一级汉字,欧,ōu,-,-,是
0113,オ  ,殴 （毆）,オウ,—,—,—,なぐる ,—,—,—,—,—,—,—,—,—,殴打，殴る ,一级汉字,殴,ōu,-,-,是
0114,オ  ,桜 （櫻）,オウ,—,—,—,さくら ,—,—,—,—,—,—,—,—,—,桜花，観桜,一级汉字,樱,yīng,-,-,否
0115,オ  ,翁  ,オウ,—,—,—,—,—,—,—,—,—,—,—,—,—,老翁,一级汉字,翁,wēng,-,-,是
0116,オ  ,奥 （奧） ,オウ,—,—,—,おく ,—,—,—,—,—,—,—,—,—,奥義，深奥,一级汉字,奥,ào,yù,-,是
0117,オ  ,横 （橫） ,オウ,—,—,—,よこ ,—,—,—,—,—,—,—,—,—,横断，横領，専横 ,一级汉字,横,héng,hèng,-,否
0118,オ  ,岡  ,—,—,—,—,おか ,—,—,—,—,—,—,—,—,—,岡山県，静岡県，福岡県,一级汉字,冈,gāng,-,-,否
0119,オ  ,屋,オク,—,—,—,や,—,—,—,—,—,—,—,—,—,屋上，屋外，家屋 ,一级汉字,屋,wū,-,-,是
0120,オ  ,億     ,オク,—,—,—,—,—,—,—,—,—,—,—,—,—,億万，一億 ,一级汉字,亿,yì,-,-,否
0121,オ  ,憶,オク,—,—,—,—,—,—,—,—,—,—,—,—,—,記憶，追憶 ,一级汉字,忆,yì,-,-,否
0122,オ  ,臆 ,オク,—,—,—,—,—,—,—,—,—,—,—,—,—,臆説，臆測，臆病 ,二级汉字,臆,yì,-,-,是
0123,オ  ,虞,—,—,—,—,おそれ ,—,—,—,—,—,—,—,—,—,虞 ,二级汉字,虞,yú,-,-,否
0124,オ  ,乙,オツ,—,—,—,—,—,—,—,—,—,—,—,—,—,乙種，甲乙 ,一级汉字,乙,yǐ,-,-,是
0125,オ  ,俺 ,—,—,—,—,おれ,—,—,—,—,—,—,—,—,—,俺 ,一级汉字,俺,ǎn,-,-,是
0126,オ  ,卸 ,—,—,—,—,おろす,おろし ,—,—,—,—,—,—,—,—,卸，卸商，卸す,一级汉字,卸,xiè,-,-,是
0127,オ  ,音  ,オン,イン ,—,—,おと ,ね ,—,—,—,—,—,—,—,—,音楽，発音，騒音 ,一级汉字,音,yīn,-,-,是
0128,オ  ,恩 ,オン ,—,—,—,—,—,—,—,—,—,—,—,—,—,恩情，恩人，謝恩 ,一级汉字,恩,ēn,-,-,是
0129,オ  ,温 （溫） ,オン,—,—,—,あたたか ,あたたかい ,あたたまる  ,あたためる ,—,—,—,—,—,—,温暖，温厚，気温 ,一级汉字,温,wēn,-,-,是
0130,オ  ,穏 （穩） ,オン,—,—,—,おだやか ,—,—,—,—,—,—,—,—,—,穏和，穏当，平穏 ,一级汉字,稳,wěn,-,-,否
0131,カ   ,下  ,カ ,ゲ ,—,—,した,しも ,もと,さげる ,さがる ,くだる,くだす,くださる,おろす ,おりる,下流，下降，落下,一级汉字,下,xià,-,-,是
0132,カ   ,化,カ  ,ケ ,—,—,ばける,ばかす,—,—,—,—,—,—,—,—,化石，化学，文化,一级汉字,化,huà,huā,-,是
0133,カ   ,火  ,カ ,—,—,—,ひ ,ほ ,—,—,—,—,—,—,—,—,火災，灯火，発火 ,一级汉字,火,huǒ,-,-,是
0134,カ   ,加,カ ,—,—,—,くわえる ,くわわる,—,—,—,—,—,—,—,—,加入，加減，追加 ,一级汉字,加,jiā,-,-,是
0135,カ   ,可  ,カ ,—,—,—,—,—,—,—,—,—,—,—,—,—,可否，可能，許可,一级汉字,可,kě,kè,-,是
0136,カ   ,仮 （假）,カ ,ケ ,—,—,かり ,—,—,—,—,—,—,—,—,—,仮面，仮定，仮装 ,-,仮,fǎn,-,-,是
0137,カ   ,何,カ ,—,—,—,なに,なん ,—,—,—,—,—,—,—,—,何，何者，何事 ,一级汉字,何,hé,hē,hè,是
0138,カ   ,花  ,カ ,—,—,—,はな,—,—,—,—,—,—,—,—,—,花弁，花壇，落花 ,一级汉字,花,huā,-,-,是
0139,カ   ,佳  ,カ ,—,—,—,—,—,—,—,—,—,—,—,—,—,佳作，佳人，絶佳 ,一级汉字,佳,jiā,-,-,是
0140,カ   ,価 （價）,カ ,—,—,—,あたい ,—,—,—,—,—,—,—,—,—,価値，価格，評価 ,一级汉字,价,jià,jiè,jie,否
0141,カ   ,果  ,カ ,—,—,—,はたす ,はてる,はて ,—,—,—,—,—,—,—,果実，果断，結果  ,一级汉字,果,guǒ,-,-,是
0142,カ   ,河  ,カ ,—,—,—,かわ,—,—,—,—,—,—,—,—,—,河川，河口，運河,一级汉字,河,hé,-,-,是
0143,カ   ,苛 ,カ ,—,—,—,—,—,—,—,—,—,—,—,—,—,苛酷，苛烈 ,一级汉字,苛,kē,hē,-,是
0144,カ   ,科 ,カ ,—,—,—,—,—,—,—,—,—,—,—,—,—,科学，教科，罪科 ,一级汉字,科,kē,-,-,是
0145,カ   ,架  ,カ ,—,—,—,かける ,かかる ,—,—,—,—,—,—,—,—,架橋，架空，書架 ,一级汉字,架,jià,-,-,是
0146,カ   ,夏  ,カ ,ゲ ,—,—,なつ ,—,—,—,—,—,—,—,—,—,夏季，初夏，盛夏,一级汉字,夏,xià,-,-,是
0147,カ   ,家  ,カ ,ケ ,—,—,いえ ,や ,—,—,—,—,—,—,—,—,家屋，家庭，作家 ,一级汉字,家,jiā,jia,jie,是
0148,カ   ,荷  ,カ ,—,—,—,に ,—,—,—,—,—,—,—,—,—,荷，荷物，初荷 ,一级汉字,荷,hé,-,-,是
0149,カ   ,華,カ ,ケ ,—,—,はな,—,—,—,—,—,—,—,—,—,華美，繁華，栄華 ,一级汉字,华,huá,huà,huā,否
0150,カ   ,菓  ,カ,—,—,—,—,—,—,—,—,—,—,—,—,—,菓子，製菓，茶菓,-,菓,guǒ,-,-,是
0151,カ   ,貨,カ,—,—,—,—,—,—,—,—,—,—,—,—,—,貨物，貨幣，通貨 ,一级汉字,货,huò,-,-,否
0152,カ   ,渦,カ ,—,—,—,うず,—,—,—,—,—,—,—,—,—,渦，渦潮，渦巻く,一级汉字,涡,wō,guō,-,否
0153,カ   ,過,カ,—,—,—,すぎる,すごす ,あやまつ,あやまち ,—,—,—,—,—,—,過度，過失，通過,一级汉字,过,guò,guo,guō,否
0154,カ   ,嫁,カ,—,—,—,よめ ,とつぐ,—,—,—,—,—,—,—,—,再嫁，転嫁，嫁する ,一级汉字,嫁,jià,-,-,是
0155,カ   ,暇,カ,—,—,—,ひま,—,—,—,—,—,—,—,—,—,余暇，休暇，寸暇,一级汉字,暇,xiá,-,-,否
0156,カ   ,禍 （禍）,カ,—,—,—,—,—,—,—,—,—,—,—,—,—,禍福，禍根，災禍 ,一级汉字,祸,huò,-,-,否
0157,カ   ,靴 ,カ,—,—,—,くつ ,—,—,—,—,—,—,—,—,—,靴，靴下，革靴,一级汉字,靴,xuē,-,-,是
0158,カ   ,寡 ,カ,—,—,—,—,—,—,—,—,—,—,—,—,—,寡黙，寡婦，多寡 ,一级汉字,寡,guǎ,-,-,是
0159,カ   ,歌 ,カ,—,—,—,うた,うたう ,—,—,—,—,—,—,—,—,歌曲，唱歌，短歌 ,一级汉字,歌,gē,-,-,是
0160,カ   ,箇 ,カ,—,—,—,—,—,—,—,—,—,—,—,—,—,箇条，箇所 ,一级汉字,个,gè,-,-,是
0161,カ   ,稼,カ,—,—,—,かせぐ,—,—,—,—,—,—,—,—,—,稼業，稼働，稼ぎ ,一级汉字,稼,jià,-,-,是
0162,カ   ,課,カ,—,—,—,—,—,—,—,—,—,—,—,—,—,課，日課，課する,一级汉字,课,kè,-,-,否
0163,カ   ,蚊,か ,—,—,—,—,—,—,—,—,—,—,—,—,—,蚊，蚊柱，やぶ蚊,一级汉字,蚊,wén,-,-,是
0164,カ   ,牙,ガ,ゲ ,—,—,きば,—,—,—,—,—,—,—,—,—,牙城，歯牙，象牙  ,一级汉字,牙,yá,-,-,是
0165,カ   ,瓦,ガ,—,—,—,かわら,—,—,—,—,—,—,—,—,—,瓦，瓦屋根，瓦解,一级汉字,瓦,wǎ,wà,-,是
0166,カ   ,我,ガ,—,—,—,われ ,わ ,—,—,—,—,—,—,—,—,我流，彼我，自我,一级汉字,我,wǒ,-,-,是
0167,カ   ,画 （畫）,ガ,カク,—,—,—,—,—,—,—,—,—,—,—,—,画家，図画，映画,一级汉字,画,huà,-,-,否
0168,カ   ,芽  ,ガ,—,—,—,め ,—,—,—,—,—,—,—,—,—,発芽，麦芽，肉芽,一级汉字,芽,yá,-,-,是
0169,カ   ,賀,ガ,—,—,—,—,—,—,—,—,—,—,—,—,—,賀状，祝賀，賀する,一级汉字,贺,hè,-,-,否
0170,カ   ,雅,ガ,—,—,—,—,—,—,—,—,—,—,—,—,—,雅趣，優雅，風雅,一级汉字,雅,yǎ,-,-,是
0171,カ   ,餓,ガ,—,—,—,—,—,—,—,—,—,—,—,—,—,餓死，餓鬼，飢餓,一级汉字,饿,è,-,-,否
0172,カ   ,介,カイ,エ ,—,—,まわる,まわす ,—,—,—,—,—,—,—,—,介入，紹介，介する ,一级汉字,介,jiè,-,-,是
0173,カ   ,灰 ,カイ,—,—,—,はい ,—,—,—,—,—,—,—,—,—,回答，転回，次回 ,一级汉字,回,huí,-,-,是
0174,カ   ,会 （會）,カイ,エ ,—,—,あう,—,—,—,—,—,—,—,—,—,灰，灰色，火山灰 ,一级汉字,灰,huī,-,-,否
0175,カ   ,快 ,カイ,—,—,—,こころよい,—,—,—,—,—,—,—,—,—,会話，会計，社会,一级汉字,会,huì,kuài,-,是
0176,カ   ,戒  ,カイ,—,—,—,いましめる,—,—,—,—,—,—,—,—,—,快活，快晴，明快,一级汉字,快,kuài,-,-,是
0177,カ   ,改 ,カイ,—,—,—,あらためるあらたまる ,—,—,—,—,—,—,—,—,—,戒心，戒律，警戒,一级汉字,戒,jiè,-,-,是
0178,カ   ,怪,カイ,—,—,—,あやしい,あやしむ,—,—,—,—,—,—,—,—,改造，改革，更改,一级汉字,改,gǎi  ,-,-,是
0179,カ   ,拐 ,カイ,—,—,—,—,—,—,—,—,—,—,—,—,—,怪談，怪物，奇怪,一级汉字,怪,guài,-,-,是
0180,カ   ,悔 （悔）,カイ,—,—,—,くいる,くやむ ,くやしい,—,—,—,—,—,—,—,拐帯，誘拐 ,一级汉字,拐,guǎi,-,-,否
0181,カ   ,海 （海）,カイ,—,—,—,うみ,—,—,—,—,—,—,—,—,—,悔恨，後悔，悔いる,一级汉字,悔,huǐ ,-,-,是
